,DevName,Freq,RSSI,SNR,SF,BW,CR,Time,Seq,Payload,Lat,Long,Dist,Prx,PL
5,ohm-02,868500000,-114,-12.5,12,125,5-Apr,2018-08-11T07:08:47.092638Z,5,"Hello, GPS Coord (33.8145, 35.83421)",33.8145,35.83421,19.25010973,-126.5,146.5
325,ohm-01,868100000,-121,-12.8,12,125,5-Apr,2018-08-11T07:06:55.493289Z,65,"Hello, GPS Coord (33.81448, 35.83418)",33.81448,35.83418,19.24693206,-133.8,153.8
570,ohm-01,868100000,-119,-15.2,12,125,5-Apr,2018-08-21T14:37:01.548151Z,204,"Hello, GPS Coord (33.79058, 35.87962)",33.79058,35.87962,19.22644884,-134.2,154.2
324,ohm-01,868500000,-113,4,12,125,5-Apr,2018-08-11T07:06:44.816966Z,64,"Hello, GPS Coord (33.81436, 35.83396)",33.81436,35.83396,19.22632863,-113,133
521,ohm-01,868100000,-112,-1.5,12,125,5-Apr,2018-08-13T06:46:42.673633Z,91,"Hello, GPS Coord (33.81435, 35.83382)",33.81435,35.83382,19.21993156,-113.5,133.5
323,ohm-01,868500000,-119,-1.8,12,125,5-Apr,2018-08-11T07:06:34.146658Z,63,"Hello, GPS Coord (33.81433, 35.83381)",33.81433,35.83381,19.21752492,-120.8,140.8
321,ohm-01,868500000,-119,-8.5,12,125,5-Apr,2018-08-11T07:06:12.692035Z,61,"Hello, GPS Coord (33.81421, 35.83369)",33.81421,35.83369,19.20077871,-127.5,147.5
322,ohm-01,868500000,-113,-4,12,125,5-Apr,2018-08-11T07:06:23.364343Z,62,"Hello, GPS Coord (33.81421, 35.83369)",33.81421,35.83369,19.20077871,-117,137
320,ohm-01,868500000,-119,-12.8,12,125,5-Apr,2018-08-11T07:06:01.379695Z,60,"Hello, GPS Coord (33.81414, 35.83355)",33.81414,35.83355,19.18832234,-131.8,151.8
316,ohm-01,868300000,-115,-5.5,12,125,5-Apr,2018-08-11T07:04:45.477469Z,53,"Hello, GPS Coord (33.81398, 35.83351)",33.81398,35.83351,19.17060477,-120.5,140.5
317,ohm-01,868100000,-118,-17,12,125,5-Apr,2018-08-11T07:04:56.473785Z,54,"Hello, GPS Coord (33.81401, 35.8334)",33.81401,35.8334,19.1694167,-135,155
315,ohm-01,868300000,-117,-12.5,12,125,5-Apr,2018-08-11T07:04:34.587146Z,52,"Hello, GPS Coord (33.81396, 35.83352)",33.81396,35.83352,19.16896633,-129.5,149.5
318,ohm-01,868300000,-119,-5.2,12,125,5-Apr,2018-08-11T07:05:28.92474Z,57,"Hello, GPS Coord (33.81392, 35.83344)",33.81392,35.83344,19.16184863,-124.2,144.2
314,ohm-01,868100000,-113,1.2,12,125,5-Apr,2018-08-11T07:04:23.80483Z,51,"Hello, GPS Coord (33.81394, 35.83335)",33.81394,35.83335,19.16041774,-113,133
319,ohm-01,868300000,-117,-5.5,12,125,5-Apr,2018-08-11T07:05:39.815056Z,58,"Hello, GPS Coord (33.8139, 35.83339)",33.8139,35.83339,19.15790642,-122.5,142.5
1006,ohm-5,868500000,-119,-14,12,125,5-Apr,2018-08-21T06:57:59.438164Z,45,"Hello, GPS Coord (33.81293, 35.83497)",33.81293,35.83497,19.12126253,-133,153
313,ohm-01,868500000,-112,0,12,125,5-Apr,2018-08-11T07:04:13.570523Z,50,"Hello, GPS Coord (33.81325, 35.83252)",33.81325,35.83252,19.0588197,-112,132
523,ohm-01,868300000,-118,-13.8,12,125,5-Apr,2018-08-13T06:47:15.65458Z,94,"Hello, GPS Coord (33.81363, 35.83054)",33.81363,35.83054,19.02257108,-131.8,151.8
522,ohm-01,868500000,-117,-0.5,12,125,5-Apr,2018-08-13T06:47:04.658256Z,93,"Hello, GPS Coord (33.81315, 35.8317)",33.81315,35.8317,19.01748828,-117.5,137.5
309,ohm-01,868300000,-110,-1.8,12,125,5-Apr,2018-08-11T07:02:57.136273Z,43,"Hello, GPS Coord (33.81315, 35.83159)",33.81315,35.83159,19.01332108,-111.8,131.8
